,age,reviews
686,6,-This is a really funny movie but has some questionable material.
687,6,"-Good for ages 11+. It has some violence, sex, and swearing."
688,6,"-Ghostbusters is an awesome movie, but there's plenty of swearing. I would rate this movie PG-13 for the language. Also, in most scenes one of the ghostbusters is smoking a cigarette. For a mature audience I definitely recommend this movie!!"
689,6,-A LITTLE SCARY FOR KIDS :(
690,6,-The ghosts look really good animated and so are the proton streams
691,8,"-My rating: pg-13 for some violence, implied sex, some language including 2 d**ks, and smoking"
692,8,"-This movie was just average to me. It was nothing too special, just a little comedy that tries a bit too hard. But, with all i can say about this movie I can definitely say that this is a classic just because of the stay puft marshmallow man. Over all just a decent movie."
693,8,-Good movie
694,8,"-This iconic movie may appear to be a scary horror movie, however when you actually sit down to watch it you will realise that it is not at all scary other than a few brief appearances of ghosts. It is worth noting, however, that there are many hidden sexual innuendos in this movie, but whether this movie is suitable for children depends upon whether they understand the sex jokes or not. All in all, it is a great and hilarious classic."
695,8,"-Classic comedy is alright, but lacks something.... ?"
696,8,"-I don't feel I even need to write a full review. It's a creative, original, fun, and action packed classic. If you haven't already, then what are you still doing here? GO see it right now!"
697,8,-I LOVE Ghostbusters 1 and 2!
698,8,"-This is my favorite movie, but there are a few negative elements I suggest vidangeling out (ghost oral sex, launguege). This has great messages including teamwork and friendship."
699,8,"-This film is from the 80s and like most films from that timeline it has language the s word is said at least 5 times in the film, one of the characters has a dream where he gets Oral pleasure from a ghost. And Peter is a borderline sexual predator. overall great film, but not for small kids"
700,8,"-I liked the movie but it can be scary for younger kids.It also includes:language,Lots of smoking,and in some scenes lots of sex.Crude humor is in Ghostbusters too."
701,8,-I found out that Santa was not real when I was 9. The gremlins die in a rather violent way but mature 9 year olds can handle this only if they know about Santa
702,8,"-My family and I were looking for a good 80s movie. We went to Netflix and saw Gremlins. At first we didn't want to watch it, but then when it started, it got really funny. Especially Gremlins swinging on the fan."
703,8,"-This movie is an amazing classic!!!!!  What people need to know about Gremlins is that there is some violence, but most is just gremlins getting killed.  There is some blood, but most is gremlin blood, which is green, this might make it seem less violent.  Most of the gremlin blood is shown in a few scenes where a mother fights off a small group of gremlins.  The only human blood is mostly just scratches attained by character who survive the movie.  There is a little language but nothing really bad.  In one part gremlins smoke and drink beer.  The final confrontation with the last gremlin might scare young kids.  Overall, this movie isn't necessarily scary and a great classic that is definitely worth watching."
704,8,"-This film is not your typical ""boy-gets-pet"" style film. This came out before PG-13 ratings. If it was re-rated, it would be PG-13 (like Jaws). This film is intense and surprisingly frightening, but a well done job by Steven Spielberg. Gremlins are gruesomely killed along with grizzly human deaths and attacks. Humans are bitten, scratched, and killed by gremlins. Gremlins mainly jump onto humans and cling on, and start attacking. A old woman is killed by them, thinking they're demons trying to ""take her,"" by her elevating chair's wires are tampered with by gremlins and send it spiraling it up the stairs at about 80 mph and send her through a window. Many car crashes. A man tries to lure out a gremlin with a candy bar, he is then bitten and is shown with him lying on the ground with a syringe in his butt, never revealed if he was killed or unconscious. Gremlins chase a couple into a house with a snowplow (they survive). Most human deaths are off screen, leaving the viewer to imagine extremely gruesome deaths. A gremlin is killed in a blender, green blood/slime spews everywhere. Another one is repeatedly stabbed (off screen). A gremlin's shoved into a microwave and explodes into a green blood/slime pulp all over the inside of the microwave. Another gremlin's decapitated, it's head is show burning in a fire place. A kid shoots gremlins with a sling shot off his roof. He fights off another one by cutting Christmas lights, leaving the gremlin to fall. It doesn't show if the gremlins die from the fall in this scene. Gremlins burn to death and then explode when a gas leak is lit in a movie theater. Gremlins shoot/threaten with guns. A man is shot is the arm with a crossbow by Spike and is then attacked with a chainsaw. (SPOILER) The ""leader"" gremlin, Spike, is killed when exposed to sunlight. His skin melts off, revealing muscle tissue, his eyes roll into the back of his head, and wails in pain. His corpse falls into a fountain, his bones jump out, and then melt into a goo. (SPOILER OVER) Gizmo is some-what of a good role model of how he follows the rules and refuses to eat after midnight unlike the other gremlins. Once the gremlins turn, they become creepy instead of cuddly, and may scare young children. Some jump-scares. Constant usages of ""hell,"" ""d@mn,"" ""god,"" ""Jesus,"" ""Jesus Christ,"" etc. But it's mild. Gremlins drink like fishes, and smoke. Some gremlins are clearly wasted. Worst in sexual stuff is a gremlin ""flasher,"" but they don't has visible genitals, so is not that bad. One kiss scene. Mild flirting. This is a must see film, but for tweens and up. Fine for 11+"
705,8,"-Gremlins was the first horror/comedy that I watched and I watched it 5 years ago and it didn't scare me. It doesn't have any swear words, the violence is tamer than most kids films. Good movie for the family."
706,8,"-It is so cute when Gizmo drives the little car, and when he waves the flag! I really enjoyed this movie."
707,8,-Okay let's be fair this movie was made before pg 13 was invented but that story about that girls father is devastating to me I really hate storys were people get stuck in there own house and no one knows. I watched this movie when I was like 5 or 6 and I don't remember that part I watched it again and that part was just awful I wouldn't recommend it to any one under 11.
708,8,"-Cool movie. It's not my favorite, but my 7 year old brother really likes it. (He's obsessed!) Summary: (WARNING: SPOILER ALERT!) "
710,8,-I think gremlins is a good movie but best for tweens and teens because it has quite a bit of violence and scariness but this is my favorite movie of all time
711,7,"-So the movie started out a little weird but then it was the usual Rocket Racoon, Baby Groot, Star-Lord and, Gamora. There are also lot of funny scenes with baby Groot . Then they start fighting bad guys. Later they get attacked but win. Character drama happens here and there. There was a lot of family reunion stuff along with references to the 1st movie. I think any 10 year old should be allowed watch this movie."
712,7,"-This was an amazing sequel and yet again it had a great plot, great acting, but had more humor and sci-fi action! The film does contain plenty of language including several uses of s**t, d**k, plus more. Also the film contains plenty of suggestive content. This involves sexual tension between several characters, and some mild sexual references. However, this film does not skimp on the sci-fi violence and action and definitely amps it up are than the first film. Just like the first film there is plenty of combat, swords, guns, tasers, and shoot-outs and explosions, plus a high body count. Overall this is a great sequel that is great for kids 12 and up."
713,7,"-so awesome. there wasnt anything too bad except for a few ""f--k""s and ""s--t"". it was also very funny."
714,7,-I had no idea what was going on? This could have been due that I did not watch the first. It was also very silly (in a ridiculous way) and there were lots of curse words.
715,7,-ANOTHER CLASSIC action comedy  with great messages burderned by some content! still entertaining
716,7,"-This movie was hillarious and amazing. It had enough sex jokes to give it its rating but it also had some family friendly jokes that the younger aundience would get. There is one part that I would cover my kids ears for. There is one scene when Star Lords father was talking about his mother and how Star Lord came to Be and Drax asked him if he had a penis and full details about them having sex. He also said that his father would tell him stories when he was a child about him making his mother pregnant. Thats really it for the sexual content. Language is really what you would expect to see in a PG-13 movie. S**t, Dough bag, D**k, ass, ass hole, B**ch, bastard, and danmmit. I think that this movie is appropiate for kid who know what sex and when it is appropiate for it to happen and can hanndle some language. Hope this helped"
717,7,"-i think that this was even better than the first one i also think that that one review about how it was not good for kids and it lowers  a girl self esteem . newsflash , those girls in the club were robots, therefore in my opinion , it was fine. by the way i also watche this in the cinema with my younger brothers ages 8 and 5 . and they were not affected at all."
718,7,"-This action packed sequel was more funny than the first movie but the plot was more confusing and not quite as interesting. In the first spectacular film I laughed out loud about two times. In this great add on I must have laughed at least ten more. Baby groot was so much more funny than ordinary groot and he had a hilarious role in the opening scene. Chris Pratt had some very good acting and Rocket (the raccoon) actually got emotional in a few scenes. The profanity in this movie was not as frequent however it ended up having about the same amount  as the first movie because it was very, very long. This movie also had some dazzling effects but it was sometimes pretty brutal. The plot of the movie was a little more confusing because the team split up for some of the movie and it kind of changed about one third through the film. Other than the violence I think something to know that this movie has some sexual content, some subtle while some is pretty obvious such as one reference to a man's body parts. However if your child is mature than that would not be an issue at all. There were a few sad scenes and as common sense media already stated a character dies but he does it to save his friends which I thought was a good twist. My favorite character was actually not Groot and in fact a new character named Mantis who is an alien who can sense the emotions of living creatures and even change them. The funny thing is that when she is not using her powers she does not understand emotions so she often gets them mixed up such as a character calls her ugly and this makes her happy. Another major role in the movie is the addition of eighties music which is still used very often in this movie. This is a great movie for a family movie night or to see in theaters with a friend. Thank you for reading my review."
719,8,-This is one of the best marvel movies I saw ever besides ant man it had action laughs and it was just fun a great marvel movie
720,8,-This movie is awesome so let a lot of tweens see this. The violence and swearing is like most other superhero movies.
721,8,-This is the best marvel movie ever! Great comedy great action great storyline! I'm gonna watch Guardians Of The Galaxy Vol. 2 tonight. I'm hoping it's gonna be good!
722,8,"-It is a great movie, but there is a lot of violence and swearing. There is a little consumerism when the movie shows that Peter's music player is Sony brand."
723,8,"-This movie is unlike most other Marvel movies in that it has a less dark tone. There is more humour than you may expect, and there are several cheerful and upbeat songs to relieve moments of tension. However, there is also a lot of fantasy violence which is expected from a Marvel movie set in outer space.  There is some strong language and one sad moment, however the overall message is positive."
724,8,-A gang of space oddballs unite to save the Galaxy.
725,8,"-Although being an almost- Unknown comic , Marvel did a great job bringing it alive in an entertaining, humorous film. If I were u, I think u should start watching this franchise."
726,8,"-Quality: This is a really good movie and I can't wait for it's sequel. Just like all marvel movies, it's hardcore action, but it's also hilarious, seriously, apart from the first scene, every scene had at least one joke that made me laugh out loud. Great movie, entertaining all the way through, I really recommend that you see it."
727,8,"-There are lots of reviews that say that this movie has lots of violence, sex, etc. But there is really not too many things that are (or should be) concerning. This movie is definitely one of the least violent marvel movies. I do not know why people are saying that there is so much violence and sex and drugs and swearing."
728,8,-Great movie but not for the younger children a lot  of swearing in s..t and f..k but very funny and exciting i think this is a movie many people will enjoy.
729,8,"-I keep seeing all the same things on here-a bunch white, conservative, super religious moms who are flipping out over how “offensive” and “perverted” this movie is. Like would you please let it go and shut up already. Look-the movie has like one or two innuendos in it like a lot of movies do. Get over it. People watching this apparently seem to forget that when the penguins talk about finding a mate, they mean finding love and happiness. And when penguins become mates, they have sex. Any joke you find too offensive your child will likely be too young to understand. Having sex and mates is what penguins too in the wild. Don’t listen to the other reviews telling you how awful this movie is and how it’s too perverted. The penguins sing to each other. One or two of the lyrics are a bit sexual. That’s about it. Move on and get over it. Your kid will probably enjoy this movie just be aware of a few scary scenes witha leopard seal and you’re all good. Please stop getting offended over a bunch of penguins singing old pop love songs to each other. Your kid is eventually going to learn about sex anyway."
730,8,-pengguins shouldnt talk
731,8,-This my favourite movie of all time!
732,8,"-I watched this in school, and I’ll be honest - it was rather disappointing. While the characters were cute and the message good, there were not just innuendos, but scenes entirely centered around penguins mating. Personally, I feel like the adult humer was a bit over the top. "
733,8,"-This movie is simply adorable. Lots of cute penguin power, with a powerful message of being unique. Definitely a great movie for families. WARNING: Only a smidge of scariness/intense scenes. Movie focused around penguins finding mates - film suitable for older children"
734,8,"-I saw this movie when I was only three and loved the singing, dancing, and animals. The message convey in the story is very true in reality today. The songs are live songs so yes they have sexual refreances, but the kids won't catch on unless you make a big deal about it. The anti-christinan message is not what the movie show rather that believing that someone that doesn't nessassery follow the guidelines is causing all the trouble is very wrong and that everyone is different their own speical way. Perfect for young viewers and older viewers as well. Plus mating is nature stop making a huge deal about it. All animals do it and alot sing to get a mate and keep the circle of life going."
735,8,"-Parents if you're are bringing your child to see this movie I think (my opinion) you should. Why? You may ask, because they're children, and  the adult jokes will just fly over their heads, and they shouldn't be scared of the movie (I read that in the parents review) it's a freaking kids movie! There's nothing to be afraid of! And if they do get scared just wait until they're older. "
736,8,"-I saw this movie with my family at home, and I just couldn't believe all the innuendos packed into this ""kids' movie."" It made me extremely uncomfortable. There was no reason for the filmmakers to include so much inappropriate stuff in what could have otherwise been an innocent, fun kids' movie. This stuff won't just ""fly over kids' heads."" They'll be able to tell by their parents' shocked faces that this isn't something they should be watching. DO NOT watch. Very disappointing. I really do think that the only people who should be watching this movie are adults, or very mature teens.  But even then, who would want to watch it anyway? Along with the innuendos, there are also many racial stereotypes, and the movie portrays humans as these monsters that are destroying the planet. All in all, this movie is so filled with bad things that no kid will ever get the intended message of ""being yourself."""
737,8,-This is a KIDS Movie. Bad Parents (and some kids).
738,7,"-This film has an interesting storyline, but I think it's quite gory for younger kids. Ron coughs up slugs and words are painted in red on the walls. Also, there is blood on the sword when Harry stabs the basilisk and blood flowing out when Harry stabs a book. "
739,7,-This movie is amazing and it is so cool to watch Harry find out more and more about the wizarding world. Another good thing is that the book is short so they can literally fit everything into the movie
740,7,-Yes I know only one scary bit and one cringey bit the scary bit is where the camera is shaking and Rons youngest sister was riting on the walls (with blood) and the cringey bit is the Phoenix pecking the eyes out of the snake  (kinda of camera kinda not) in a shadow I don’t remember swear words they might be I don’t remember and the whomping willow might scare some young kids and other Bits like Children being super scared by the snake including Collin and also Malloy gets hit on the head with a plank of wood and Ron gets sick and like spit slugs Because he had a broken wand and backfired also gildory Lockhart took his wand and he lost he’s mind and never know who he was forever (+ he is a conman)
741,7,"-Chamber of Secrets is grossly underrated. This is a more bloody, violent adventure, but nonetheless one told beautifully."
742,7,-This is ok to me it couldn't be any more innapropriate than the first
743,7,-It was a really good movie. You like it two! But be careful because some scenes give me the wiggles because they are scary! Right? I hope you like it. Well bye dudes. I just love it when I fly in the ocean.
744,7,"-I preferred the movies while Chris Columbus was directing. They were kinda more child-centered. So 1 and 2 were easier to watch for me, but I like all of them. There were a lot of funny things, like Fred and George's faces when they got yelled at for flying the car. And Ron's when he got the Howler. The darker and scarier aspects aren't that bad, either. But nothing can beat the book, and that's why there's four stars. There are great messages and role models like all the books and movies. And the violence is very light."
745,7,"-I really liked the book so I decided to watch the movie. I loved it, although I pictured a lot of things differently in my head. There was a part near the end that was really scary. All the special effects were really cool! But, it is very long. Overall, I think this is a good movie for families with kids 8 and up due to some scary scenes. Thanks for reading this review and I hope you try this movie!"
746,7,-It is not too scary but the last 15 minutes are scary you may want to skip the last 15 minutes.
747,8,-I had it for movie night and me and my little brother both loved it. There were only a couple of nasty bits!
748,8,-Read the book then see it. It is dark and not vary good fore under 13.
749,8,"-Really good movie, but it leaves out a lot. It's a little scary; someone cuts off his hand, harry gets stabbed in the arm, and a boy is killed, so it's definitely not for younger kids."
750,8,-This is a great movie but there are a few scary scenes.
751,8,-My sister watched this movie when she was 5 years old. If you watched Prisoner of Askaban you can certainly watch this movie. It is a great movie about teamwork and helping a friend in need. It does show an unconscious body and does have the killing curse in it. There are two final scenes in the film that you have to worry about. One includes Harry and a boy's father screaming in peril after his son died. Another is that there is a scene (SPOILER ALERT) where mad eye moody turns back into his real form without the polyjuce potion and there is a brief moment where his transformation is disturbing. Other than those two I think you'll be OK.
752,8,-It is the BEST movie ever my little brother is 6 and never looked away! Some intense scenes and suspense but amazing movie!
753,8,-I think that the harry potter series are the best books ever written
754,6,-Not too much from the book version appeared in this movie. I was really looking forward to the veelas but guess what? It got skipped! Another major thing they left out were the characters Ludo Bagman and Winky the house elf.  I think you should read the book first. Although many parts weren’t used this film was incredible and we all loved it. Nothing too scary at least not for me and my 5 year old brother.
755,6,-This is a good movie. I watched the whole Harry Potter series when I was like 10. Watch it with you kids if you think they’ll get too scared or skip over the bad parts. If things are inappropriate most likely your kids will not get it unless they’re old enough too. Parents sensor kids too much sometimes.
756,6,-This movie is epic. I think there is to much violence for younger kids but not much blood.
757,6,"-Scary! Most of this movie is kid appropriate, but the end is very very scary!! Good movie though, and kids 9 - 14 will enjoy it"
758,6,-HARRY POTTER 4 contains mild violence. That's all parents will need to know.
759,6,"-Although it’s a bit violent, I think that kids will see this movie without your permission, I recommend you to watch it with them so you can talk about the message in this movie instead of making them watched behind you backs that is way much worse than watching a bit of violence, also kids have seen much more violence than in this movie"
760,6,"-I watched this with my family and I chose not to watch harry getting sliced of the cutting off the hand, but honestly it wasn't that scary at all. My sister is 7 and she watched it all."
761,6,"-I think that Harry Potter and the Goblet of Fire was too scary for my little brother who was 4 and was scared in his bed after watching. Spoiler alert: The part with the dark lord was a very dark scene, and when the dark lord came out of the cauldron it was too scary."
762,8,-Harry potter  and the Half-Blood prince book and movie was incredibly awesome! We can relate a lot from Harry Potter and learn  great lessons from the series...
763,8,-but it's ok for what it is. See you on a two parter review!
764,8,"-I love the Harry Potter books, but when it comes to the movies, it's a complete different story. Harry Potter and the Half Blood Prince dived into more of a romance story. Sixteen year olds finding true love and all. But was it a good love story between Harry and Ginny in the movies? No! Seriously, they made Ginny almost emotionless. Book Ginny would never do a thing like having awkward kiss moments and tie shoelaces at the weirdest moment. Not the actress's fault, because she did what was on the script. Not just Ginny, but Ron, too. The screenwriter and director must've hated Ron, because now they give all the credit to Hermione for comforting Harry, and Ron just sits there daydreaming at the last scene! "
765,8,-I thing that this was a great movie!!! It had a good plot line and everything. I saw this when I was about 11 or 10 and I loved it. Now I was reading some of the parent reviews and I thought that it was weird that they thought someone being killed on screen was bad. Now I get your point but it showed no blood or any odious sign that they were dead other than a lifeless body! I think this is a great movie for kids 10+ because of what I just described. Thanks for reading!
766,8,-I think 9+ is fine if they are watching with a parent or someone above 12. This movie has violance but not to muchto be scared of. Their is some kissing but the plot is immpecable. I love this movie so much... its my favorite one. I think the whole harry potter franchise should be 10+ it isnt bad at all.
767,8,-Harry Potter and the Half-Blood Prince is so good! only one thing that scared me was the  Inferi . Dumbledore's death was also a little scary but over all this is a good movie.
768,8,-Should be watched. A bit of violence.
769,8,-I hate this movie. It is very scary. DO NOT WATCH IT!
770,8,"-When writing the book, this was my least favorite because to show Harry's puberty, she spend hundreds of thousands of words just on the drama in Harry's emotions. But we'll skip to the movie."
771,8,"-I think this film is very fun to watch with families and has an intense storyline. Personally, it’s one of my least favourites from the series but it’s still amazing. Should definitely watch!"
772,8,"-Ohmygodsogood! Even though it was darker than the previous films, you find out more about Voldemort. Harry gets angry, but his friends help him. Continues the recurring theme of friendship and defeating evil. Ron swears a loooot (again), but nothing too bad. Again, soooo gooooood! (10+ at least, very scary; the death eaters and Voldemort kinda freaked me out, but that's just me.)"
773,8,-This is a epic movie but there is quite a scary bit near the end with Lord Voldemort  but if you look closely he looks quite funny. There is a new character introduced called Luna Lovegood .
774,8,-This movie is so good! The tension started in the very begging and you want to watch more and more. This movie is appropriate for ages 8 and up. It is outrageous that CSM rated this film 12 and up.
775,8,"-Some violence and fantasy, but overall it's a great film and I love it.  Good female role model in Hermione too."
776,8,"-Harry sauve... de detraqueur, le minister de la magie ne le croi pas.Voldemort est de retour,une nouvelle gerre commence,Dombeldor crée L' ordre du phénix."
777,7,"-Lighthearted, but scary stuff is too much for littlest kids."
778,7,"-I have no Idea how adults come up with the gory and gruesome ratings, They is simply animated figthing, I think a two year old would find this scary"
779,7,"-This movie was incredible! I really like the graphics and editing. I give it a 5-star!! WHAT PARENTS NEED TO KNOW: It's a great movie, but not so much for young children. I would recommend at least 7 and older to watch. There are partial scenes where Hercules's trainer (Phil) treats girls in a non-appropriate way. Although, you can't get mad at Disney. The movie setting is located in ancient Greece, so it's very common to see things like that. There are scary scenes where Hades forces monsters and terrifying creatures to try to kill Hercules. Which, they all end up failing. There is another scene where Hades tricks Hercules into saving two little boys trapped under a rock. The two little boys are actually Hades's helpers, (Pain and Panic). Of course, Hercules ends up getting the rock off of them, but then we see a huge monster appear out of the cave, and Hercules ends up having to battle it. The monsters, or so called ""Titans"" are released by Hades, which then, he makes them try to kill Zeus so he can rule. These monsters might come off as scary to some children. Throughout the whole movie, there is no sign of blood. Just bruises and scratches. Some children might find it scary when people die. Their soul comes out of their body, and sometimes screams. When Hades enters the underworld, he has to feed this three-headed dog. This might be scary. MY RECOMMENDATION: If you are a child 6 years old or under, please watch with parent supervision. Other than that, it is my favorite movie, and I definitely recommend watching it!!"
780,7,-This Disney movie is...different.
781,7,"-A not sensitive kid could watch this. Hades is not scary because he is too funny, I love his hair too lol. Hercules is tryna find where he belongs and then he’s like GASP IMMA GOD or something and meets Meg. She’s disturbingly skinny btw but nice. The little narrator ladies are very cute. Phil chases ladies but he’s cool 😎 xd. You should watch! One violent scene is when Hercules chops off a hydra head and then more grow back and he almost dies but you can skip over that little part. (:"
782,7,"-So I love this movie a lot but it’s definitely not for younger kids. It had a great story but got really off topic from Greek mythology and could be offensive to that culture. The violence could be scary if a little kid watches it. Also, Hercules boyfriend,  (the best Disney character in my opinion) is very sexual and cracks some jokes that are funny but most kids won’t understand. This movie has a lot of positive sides and good messages, but the violence and sexuality might be too much for some kids."
783,7,-Loved this film and its perseverance towards what it wants to be. Greek Gods is the way!
784,7,-Very good Disney classic should be on the low end of PG. This movie is not light on peril and being scary. Not for the littlest to watch.
785,7,-Im 15 and this has to be my favourite Disney  movie! I have absolutely loved it to bits ever since I first saw it. 
786,8,-As a SUPER fan of Hocas Pocas is the best Halloween movie ever. As everyone has already said it has a lot of the word “virgin” thrown in. The witch gets a little cuddly with a bus driver but it is honestly not that bad and is comical. If your sensitive with gore you might think that witches talking about tourchering and sucking childrens souls out is bad. But even that is not bad at all. Scary funny and awesome.
787,8,-Parents should know: 
788,8,"-This is a great movie. I first watched it when I was 5, and my 3 year old brother watched it with me. Me and him both loved it. When I was little I didn’t really remember them talking about virgin."
789,8,"-For most people Halloween is just Halloween, but for some people in Salem, Massachusetts, it’s a bit more. The Sanderson sisters are a legend to the people in Salem. It is said that they sucked the life force out of kids, to retain their youth. They were caught one day, and were hung, but it is said that a virgin will bring them back. This movie is a fun Halloween movie for the whole family. There is mild violence, but I think most older kids/tweens should be able to handle it. There is no sex, but there are a few references to being a virgin, and a few other mild sex innuendos. Most kids, however, would not notice it. Mild language is also present in the movie. All in all, Hocus Pocus is a really cute movie. I definitely recommend it for anyone during the Halloween season!"
790,8,-This movies is about 3 witches who come back after 300 years when a boy lights a candle.
791,8,"-Hocus Pocus is an okay movie. I thought it was pretty funny and sometimes cool. The movie is about 3 kids who go to an old shack that belonged to three witches long ago. They light a candle and the witches come back to life wanting to suck children’s souls out to regain their youth. It is a fun adventure movie but can be scary at times. Fortunately, the scariness is funny and not like the scariness in horror movies like Stephen King’s It."
792,8,"-There is alot of S*x cuz max's little sister mentions something about something max said that is weird, the Madonna outfit is also weird, and an elderly couple get in a fight because one of them dances with the blonde witch "
793,8,-I think this is a great film but wouldn’t recommend it to people who don't want their child to ask what a virgin is because there i slot of talk about that. There is also a part when the kids try to burn the witches to death. I think that this is a great film and you should defiantly watch this.
794,8,-It is really funny but there are some scary scenes like there is a zombie that gets his head torn off but still I think it is mostly funny and it is not very scary at all.
795,8,"-This is a great comedy classic it includes violence, and some language."
796,8,-0
797,8,-so so good but there are burglurs and the sound of a gunshot and traps over all it is a great movie
798,8,"-Fun Movie. There is a spider. Some swearing like ""s--t"", ""bitch"", and ""ass""."
799,8,-It is a great movie but too much swearing . WAY too much  but it  has a good moral.
800,8,-and i recommend it for all ages though the only bad effects is the fire and the iron and buckets though i bet young viewers would laugh.
801,8,-Super funny holiday-themed-slapstick-comedy-movie. Great main character and creative plot. Some of the slapstick parts might be disturbing to really young kids.
802,8,"-Super funny, language is fine and the violence is funny.  Honestly, this is the best holiday movie ever."
803,8,-GREAT!!!!!!!!!!!!!!!!
804,8,"-It is a great movie and all, with funny humor and situations, but even with, actually, especially with, the first, say, ten minutes there is a lot of disrespect going on in the Mccalister home (I probably spelled that wrong). No body seems to like Kevin, as they call him names like ""disease"" ""jerk"" ""le incompetent"" and so on. There are a few mild swearing as well. It's really not hard to see why they hate Kevin, because he's really a brat. He gets angry about stupid things and even calls his mom ""dummy"" and comments, ""Families suck!"" He of course learns his lesson, and for the rest of the movie the swearing is taken down a notch as well as the insults. The traps he sets for the burglars are comical, but sometimes very painful to watch. Most kids might laugh at it, but others might just cover their eyes. Overall, I think it's a good movie, just be careful what age you decide to show it to."
805,8,"-This movie is quite violent at the end, with the villains getting burned, hit in the head, falling down stairs, and more. I first watched this when i was six and I was terrified of it. Lots of name-calling and some swearing, but there aren't any movies without that these days. I've watched it about ten times, none of them because I had to watch it in school or anything, and I only watched the Grinch ( live-action) twice, once in school. Not the best role models, but Kevin does tend to be quite independant."
806,8,"-Words like, ""H*ll,"" ""*ss,"" And, ""D*mn."" If your kid has heard these words, it's fine. If not, maybe skip it. They also say, ""Shut up,"" ""Les incompetent,"" (Your kids probably wouldn't understand that) ""Stupid,"" and say, ""Ya filthy animal."""
807,8,"-This movie is really funny, and its one of my favs. There isn't a lot of cursing, but there is one scene where ""Santa"" is smoking a cigarette. It gets violent a little more than half way through the movie, but it's the best Part!! A must see."
808,8,"-Great Family Christmas movie, probably saw it the first time when I was 6 years old. There is a lot of comedic violence; and a few scenes where 8 year old Keven looks at his 14 year old brother Buffs Playboy magazines. But other than that a great funny entertaining movie the entire family will enjoy."
809,8,-This film is so funny. It has cartoonish violence and slapstick comedy. I watch this most Christmas’s and I never get bored of it. It has occasional use of mild swearing and may be unsuitable for younger children. Love this film!!!!
810,8,"-This is a must-watch! Watch this movie you will cry for how funny it is! This is a great movie for kids & family! Although, if your child is scared of ""bad guys"" sneaking into the house, they may want to wait longer because that is what happens, although Kevin (the main character), beats them up and tries to get rid of them in funny ways."
811,8,"-To be honest,this movie is really funny! Nothing is really major except for language "
812,8,"-it is a great  film for kid 11+.   It is a comedy that is so funny  it will knock your socks of! it has violence, language  and no sex. you better watch  soon."
813,8,-A great Christmas  classic. It includes funny fails. Tricky traps and endless fun! Beware of the language! Kevin is mean at first. We don't like when he calls his mom a bad name.  Good for responsible 8 year olds.
814,8,-Fun and quick witted Caper that will introduce kids to more advanced Heist movies.
815,8,"-This movie is a survival story about being left home. Kevin, the main character, had an annoying family, and wanted to be home alone. The next day, the family left home for Paris in a hurry, but forgot Kevin. He began to learn what life was like alone, along with the pesky Wet Bandits. At the end, the family returned, and everyone was happy."
816,8,-This is not a bad movie. I love this movie but their is so much profanity I feel like it cannot be just flown by like it is no big deal. The way the parents and the kids talk to each other is unacceptable! I would still watch it but mute some of the parts where you can tell profanity can happen
817,8,"-Fantastic, funny Christmas classic."
818,8,-Home Alone is an awesome movie. It isn't violent except for when the kid is fighting two burglars. It has one scary part where his furnace makes a creepy noise. There is also some mild cursing. Other then that it is fine for your kid 8 and up.
819,8,-A lot of humor but it can be very scary and inappropriate scenes.If you don't like swearing and violence you shouldn't watch this movie!
820,8,-Age Rating (My Opinion) : PG - 13 A
821,8,-this was a great movie but can be violent including guns creepy movies. And very frequent language.
822,6,"-This movie is really good! I think that its hilarious and it has a really good message! Ok so violence:theres really no violence besides the scary face thing that dracula does. ""Sexy stuff"": none besides two TINY kisses. Language: none. Consumerism: none. Drinking: none. Great movie! :)"
823,6,"-Greta movie for all families. I went to see this movie with my family and I thought ""This is gonna be a stupid little kid movie.."" But the movie was awesome. I normally enjoy a good PG-13 comedy but this was an awesome movie. And a shout out to autisticcaregvr: Really? You have nothing better to do? You make it sound like paranormal activity or a slasher movie! Parents: Do not listen to his review. This movie was meant to be a movie about a coming of age movie. Not a demonic movie."
824,6,"-This is a cute movie, but the kids 5 and under might not get he humor. There is some love (not an overdose, more like Disney Princess) and a lot of stars in this movie? The reason why I put language is because of the slight potty humor ( teeheehee), but at least the boys will be happy, Overall, a really sweet family movie, and a great addition to the movie collection"
825,6,"-Vampires?! Blood-suckers only make appearances in R-rated and PG-13-rated movies. I've never seen a vampire movie for kids, but I didn't like it. ""Sexy and I Know It"" by LMFAO is played in some scenes and I despise LMFAO!!!"
826,6,-hotel transilvania is a funny movie about draculas daughter who turns 118 years old she wants too see the world and see goes in the end hotel transilvania is a movie about a bond between a daughter and her father
827,6,-this movie is the best i saw i like 3 times and ill watch it more
828,6,-This is a great introductory to horror movies for kids under 10!
829,6,-Hotel Transylvainia is suitable for kids 7 and up with some minor scary parts.
830,6,"-dracula was funny,mavis is hot,johnathan can be annoying at times and the other characters were generally likeable except for the witches and especially the stupid,ugly unappealing zombies"
831,6,"-It is a really good movie.  It is really funny. I saw it two times and it even made my parents laugh out loud.  My mom covered my eyes when she saw kissing.  I took her hands off my eyes.  There is a little story where there is fire.  Also, the mom in the movie gets killed but the dad remains alive.  There is some scary music.  For little kids, there might be some scary parts, but otherwise I think it is a really good movie."
